,gpt-4o-mini_de PVV_vote,gpt-4o-mini_de PVV_voor_lprob,gpt-4o-mini_de PVV_tegen_lprob,gpt-4o-mini_GroenLinks-PvdA_vote,gpt-4o-mini_GroenLinks-PvdA_voor_lprob,gpt-4o-mini_GroenLinks-PvdA_tegen_lprob,gpt-4o-mini_de VVD_vote,gpt-4o-mini_de VVD_voor_lprob,gpt-4o-mini_de VVD_tegen_lprob,gpt-4o-mini_het NSC_vote,gpt-4o-mini_het NSC_voor_lprob,gpt-4o-mini_het NSC_tegen_lprob,gpt-4o-mini_D66_vote,gpt-4o-mini_D66_voor_lprob,gpt-4o-mini_D66_tegen_lprob,gpt-4o-mini_de BBB_vote,gpt-4o-mini_de BBB_voor_lprob,gpt-4o-mini_de BBB_tegen_lprob,gpt-4o-mini_het CDA_vote,gpt-4o-mini_het CDA_voor_lprob,gpt-4o-mini_het CDA_tegen_lprob,gpt-4o-mini_het SP_vote,gpt-4o-mini_het SP_voor_lprob,gpt-4o-mini_het SP_tegen_lprob,gpt-4o-mini_de ChristenUnie_vote,gpt-4o-mini_de ChristenUnie_voor_lprob,gpt-4o-mini_de ChristenUnie_tegen_lprob,gpt-4o-mini_DENK_vote,gpt-4o-mini_DENK_voor_lprob,gpt-4o-mini_DENK_tegen_lprob,gpt-4o-mini_de PvdD_vote,gpt-4o-mini_de PvdD_voor_lprob,gpt-4o-mini_de PvdD_tegen_lprob,gpt-4o-mini_de SGP_vote,gpt-4o-mini_de SGP_voor_lprob,gpt-4o-mini_de SGP_tegen_lprob,gpt-4o-mini_FVD_vote,gpt-4o-mini_FVD_voor_lprob,gpt-4o-mini_FVD_tegen_lprob,gpt-4o-mini_Volt_vote,gpt-4o-mini_Volt_voor_lprob,gpt-4o-mini_Volt_tegen_lprob,gpt-4o-mini_JA21_vote,gpt-4o-mini_JA21_voor_lprob,gpt-4o-mini_JA21_tegen_lprob
50,tegen,-7.7742863,-8.899286,voor,-2.3684642,-12.118464,tegen,-10.0436,-9.2936,voor,-3.049215,-14.174215,voor,-3.1442604,-9.01926,voor,-3.6947622,-10.944762,tegen,-4.5930643,-9.343064,voor,-2.5795853,-14.454585,voor,-2.4109588,-10.660958,voor,-3.53003,-15.53003,voor,-2.0192149,-14.144215,tegen,-10.380488,-8.630488,voor,-3.0085297,-9.63353,voor,-1.2523661,-12.127366,voor,-2.6718295,-9.421829
51,tegen,-9.38229,-8.63229,tegen,-9.13395,-8.00895,tegen,-8.261064,-8.886064,tegen,-8.28257,-8.15757,tegen,-8.143217,-7.7682166,tegen,-8.393082,-7.893081,tegen,-9.007179,-8.882179,tegen,-11.379517,-8.129517,tegen,-8.760038,-8.260038,tegen,-9.509024,-8.509024,tegen,-11.009414,-8.509414,tegen,-8.633775,-7.8837748,tegen,-11.003491,-9.128491,tegen,-9.161668,-7.4116683,tegen,-9.507806,-8.632806
52,voor,-4.5187793,-12.768779,voor,-1.9102993,-14.285299,voor,-3.651418,-16.651419,voor,-4.264204,-16.764204,voor,-1.910296,-14.2852955,voor,-3.7733443,-16.523344,voor,-3.1680746,-16.918074,voor,-3.0486467,-17.548647,voor,-2.3502848,-13.975285,voor,-3.5298004,-17.6548,voor,-3.6513662,-17.526367,voor,-3.895693,-15.895693,voor,-4.3922243,-13.142224,voor,-2.1270134,-17.252014,voor,-4.5111175,-16.636118
53,tegen,-4.54106,-9.1660595,voor,-4.548179,-9.923179,voor,-3.658095,-13.158095,voor,-4.8834863,-14.258486,voor,-3.8981538,-13.773154,voor,-4.2653046,-14.140305,voor,-4.3895144,-14.264514,tegen,-5.9387197,-8.43872,voor,-4.6446753,-12.269675,voor,-5.0219874,-9.396987,tegen,-10.760717,-8.760717,voor,-3.931994,-10.181994,voor,-4.0964503,-10.221451,voor,-4.1537538,-11.653753,voor,-5.0079637,-14.007963
54,tegen,-12.38632,-9.26132,tegen,-14.401546,-9.526546,tegen,-14.641229,-9.641229,tegen,-16.127954,-9.627954,tegen,-15.40907,-9.15907,tegen,-14.141324,-8.891324,tegen,-14.009941,-9.634941,tegen,-15.0078535,-9.0078535,tegen,-16.00993,-9.509931,tegen,-16.383835,-9.258835,tegen,-14.895728,-9.520728,tegen,-13.261358,-8.886358,tegen,-12.883866,-9.383866,tegen,-14.976135,-8.726135,tegen,-14.632794,-9.632794
55,voor,-3.9758196,-9.60082,voor,-1.9106567,-15.785657,voor,-3.9695272,-9.719527,voor,-3.6602528,-12.785253,voor,-2.3503635,-16.475363,voor,-2.9689996,-11.594,voor,-3.1914883,-12.566488,voor,-3.16867,-15.04367,voor,-3.3043425,-12.679342,voor,-3.2888734,-15.038874,voor,-3.0504596,-14.30046,voor,-2.563481,-10.688481,voor,-3.7593708,-9.884371,voor,-2.932064,-14.057064,voor,-4.052753,-11.677753
56,tegen,-7.1581483,-9.408148,tegen,-12.011384,-9.261384,tegen,-11.130652,-9.505652,tegen,-9.383376,-8.883376,tegen,-14.133817,-9.383817,tegen,-7.4029136,-8.777913,tegen,-10.880331,-9.255331,tegen,-7.7754383,-8.275438,tegen,-10.384632,-8.759632,tegen,-11.128572,-8.753572,tegen,-8.421628,-8.796628,tegen,-9.137705,-8.512705,tegen,-7.6492734,-8.774274,tegen,-15.026828,-8.526828,tegen,-8.888645,-8.888645
57,voor,-4.2644134,-15.764413,voor,-3.651347,-16.276346,voor,-3.048655,-15.298655,voor,-3.0486577,-17.548658,voor,-3.0486405,-16.298641,voor,-2.5789704,-16.32897,voor,-2.8120313,-15.562032,voor,-4.264226,-17.014225,voor,-3.288095,-15.538095,voor,-3.529798,-17.654799,voor,-5.25682,-13.13182,voor,-4.0182214,-17.26822,voor,-4.634793,-18.009792,voor,-2.3502777,-17.725277,voor,-4.6348042,-17.759804
58,voor,-4.265728,-14.890728,voor,-3.5298014,-16.279802,voor,-2.1270206,-14.252021,voor,-3.288101,-16.788101,voor,-2.1270006,-15.752001,voor,-2.3503022,-15.600302,voor,-2.812031,-15.937031,voor,-3.7733097,-17.14831,voor,-3.2880912,-15.913092,voor,-3.2880986,-16.4131,voor,-4.889474,-12.389474,voor,-3.2881174,-15.663117,voor,-4.1410966,-17.391096,voor,-2.1270137,-15.127014,voor,-4.264213,-15.639214
59,voor,-4.5270057,-10.652005,tegen,-7.656587,-8.406588,voor,-4.344688,-11.469688,voor,-4.838057,-11.463057,tegen,-6.6495776,-8.899578,voor,-3.3047037,-12.929704,voor,-4.4494123,-12.324412,tegen,-7.208799,-8.833799,voor,-4.5491366,-10.549137,tegen,-7.419776,-8.794776,tegen,-11.263193,-9.138193,voor,-3.186519,-12.311519,voor,-4.762649,-10.512649,tegen,-11.014261,-8.389261,voor,-5.480246,-11.355246
60,voor,-3.288116,-16.663116,voor,-0.97418225,-16.849182,voor,-0.82607985,-15.45108,voor,-1.9103515,-17.28535,voor,-0.6932826,-17.443283,voor,-0.9742212,-16.599222,voor,-1.7015077,-16.701508,voor,-0.826104,-17.451103,voor,-1.5020493,-17.752048,voor,-2.1269999,-18.502,voor,-2.6950057,-13.570005,voor,-1.7015333,-14.451533,voor,-2.5789542,-15.453955,voor,-0.6932708,-17.193272,voor,-2.5789812,-17.203981
61,tegen,-5.6716027,-8.796603,voor,-3.8957944,-15.645795,voor,-3.87257,-10.99757,voor,-4.6349077,-15.509908,voor,-4.0183654,-15.393365,voor,-4.147153,-12.772153,voor,-3.4247217,-12.799722,voor,-3.5300531,-15.405053,voor,-3.7745228,-14.274523,voor,-5.1317825,-14.631783,voor,-3.7733166,-16.773317,voor,-3.670618,-10.295618,tegen,-5.4843225,-8.484323,voor,-4.0182533,-15.893253,voor,-4.3963914,-12.396392
62,voor,-4.737329,-9.8623295,voor,-1.3135487,-16.313549,tegen,-7.6840115,-9.309011,voor,-3.6515982,-15.401598,voor,-2.5803747,-14.830375,voor,-3.5358226,-13.285823,voor,-4.6003585,-11.475359,voor,-2.5790424,-16.829042,voor,-3.2888591,-14.788859,voor,-4.2646694,-15.264669,voor,-2.350363,-17.225363,tegen,-4.4038305,-9.153831,tegen,-5.6188946,-8.993895,voor,-4.2747736,-12.149774,voor,-5.0620193,-11.437019
63,tegen,-7.7844353,-9.409435,voor,-2.3503344,-16.975334,voor,-4.297726,-10.547726,voor,-4.1412363,-16.141237,voor,-2.5790105,-16.45401,voor,-4.9844804,-9.73448,voor,-3.5458117,-13.420812,voor,-3.6518016,-15.651802,voor,-3.1687315,-15.293732,voor,-4.6361403,-15.136141,voor,-3.1683843,-15.918385,voor,-4.046194,-9.796194,tegen,-8.025308,-9.525308,voor,-3.2885451,-15.163545,voor,-4.821576,-11.696576
64,tegen,-8.765074,-8.765074,voor,-3.6773944,-11.802394,tegen,-6.558619,-8.8086195,voor,-5.134524,-9.884523,voor,-4.0783105,-9.453311,tegen,-6.2212415,-8.346241,tegen,-7.5356946,-8.910695,voor,-4.0506353,-9.050635,tegen,-4.5416384,-8.916638,voor,-5.3340206,-9.334021,voor,-4.243555,-9.493555,tegen,-8.640918,-8.390918,tegen,-10.518944,-9.018944,voor,-3.665878,-9.290878,tegen,-6.8702693,-8.87027
65,voor,-4.5138955,-14.513895,voor,-3.288089,-17.91309,voor,-3.8956249,-17.270624,voor,-4.018198,-17.143198,voor,-3.5297937,-15.654794,voor,-3.0486507,-17.79865,voor,-3.8956347,-17.270634,voor,-4.511105,-17.136105,voor,-3.7732863,-18.023287,voor,-5.006747,-18.256746,voor,-4.387985,-15.262985,voor,-3.6517909,-15.151791,voor,-4.634824,-16.884825,voor,-3.0486538,-15.923654,voor,-4.634804,-17.509804
66,voor,-4.3529987,-10.852999,voor,-3.2881129,-17.538113,voor,-3.6519208,-14.901921,voor,-4.634813,-17.509813,voor,-3.4087164,-13.908716,voor,-4.387723,-15.762723,voor,-4.0182962,-16.643295,voor,-3.4087183,-17.283718,voor,-3.5298193,-14.6548195,voor,-4.264236,-17.264236,voor,-3.2881513,-16.28815,voor,-3.169115,-14.294115,voor,-4.02041,-13.645411,voor,-3.288104,-16.663103,voor,-4.26445,-15.38945
67,voor,-3.424807,-12.549808,voor,-2.3502905,-17.10029,voor,-2.3507905,-14.725791,voor,-3.651352,-15.651352,voor,-0.97418976,-12.97419,voor,-2.3503027,-16.475302,voor,-2.8120382,-13.812038,voor,-2.5789676,-16.828968,voor,-2.929953,-17.304953,voor,-3.4087076,-17.408707,voor,-3.1680639,-14.418064,voor,-2.127113,-15.627113,voor,-2.9303179,-15.430318,voor,-2.1270072,-16.377007,voor,-3.651382,-16.776382
68,tegen,-3.8570752,-9.232076,voor,-1.7017696,-15.57677,voor,-2.4477878,-10.697787,voor,-3.652202,-14.652202,voor,-2.4644358,-14.964436,voor,-1.6022822,-13.852283,voor,-3.2933376,-13.793338,voor,-2.0207877,-13.645787,voor,-2.8125465,-15.062547,voor,-3.531193,-14.156193,voor,-3.1817148,-11.806715,voor,-2.2771137,-10.152114,voor,-2.684091,-10.184091,voor,-1.9117274,-14.411728,voor,-3.4121027,-13.287103
69,voor,-3.0533295,-13.053329,voor,-0.974205,-15.599205,voor,-1.7015531,-16.451553,voor,-1.1370407,-14.887041,voor,-1.7015116,-14.951511,voor,-2.8120532,-15.062054,voor,-1.7015065,-14.076507,voor,-1.5020454,-15.252046,voor,-1.9103092,-14.910309,voor,-0.97421014,-15.97421,voor,-1.9103299,-14.66033,voor,-2.2379656,-12.487966,voor,-2.6950438,-16.320044,voor,-0.6933041,-15.443304,voor,-2.929972,-13.679972
70,voor,-4.1181474,-11.118148,voor,-3.6538272,-13.903827,voor,-3.0497336,-14.799734,voor,-3.0486696,-16.67367,voor,-2.5792317,-15.579231,voor,-3.6536024,-13.778603,voor,-4.141303,-16.141304,voor,-4.8205895,-11.445589,voor,-4.0192304,-15.144231,voor,-5.761978,-9.511978,tegen,-12.009146,-9.134146,voor,-3.293996,-13.168996,voor,-4.0517516,-11.801751,voor,-3.6612775,-12.161278,voor,-4.3886127,-14.388613
71,voor,-3.2881446,-17.038145,voor,-2.1270099,-16.00201,voor,-2.127014,-15.752014,voor,-2.350318,-17.100319,voor,-1.3134124,-16.063412,voor,-3.0486593,-16.798658,voor,-3.0486488,-16.548649,voor,-3.5298057,-16.279806,voor,-3.2880957,-16.413095,voor,-3.5298007,-17.6548,voor,-3.5298185,-17.40482,voor,-2.350298,-14.850298,voor,-3.0486405,-15.42364,voor,-1.9103138,-15.035314,voor,-3.6513557,-16.651356
72,voor,-3.2794752,-9.904475,voor,-2.9401808,-12.440181,voor,-2.7162435,-11.966244,voor,-3.4089472,-15.283947,voor,-2.2383106,-9.238311,voor,-2.4665976,-13.466598,voor,-2.5931828,-12.968183,voor,-3.2594852,-10.134485,voor,-2.2623684,-12.012368,voor,-3.6724262,-11.797426,tegen,-6.0926704,-8.21767,voor,-2.6392858,-11.014286,voor,-3.054928,-13.054928,voor,-2.7019758,-12.576976,voor,-3.5443878,-12.294388
73,voor,-3.2957213,-13.420721,voor,-1.3133653,-14.188365,voor,-1.7015526,-16.326553,voor,-2.8120503,-14.937051,voor,-1.7015047,-14.826505,voor,-2.5789866,-16.703987,voor,-2.127025,-17.502026,voor,-1.9103116,-13.910312,voor,-2.1270244,-14.127025,voor,-3.529805,-15.904805,voor,-3.2881162,-16.538116,voor,-2.0179296,-15.76793,voor,-4.018335,-15.643334,voor,-2.3502862,-17.100286,voor,-3.773298,-15.148298
74,tegen,-5.5836377,-9.083637,voor,-4.0562572,-11.306257,voor,-4.203292,-10.578292,voor,-5.2613,-12.6363,voor,-4.389561,-13.639562,voor,-4.3987784,-12.273778,voor,-4.658129,-12.03313,voor,-5.10899,-8.85899,voor,-4.6837206,-10.433721,voor,-5.5743756,-10.824375,tegen,-5.950844,-8.200844,voor,-3.8160632,-11.066063,voor,-5.036646,-11.661646,voor,-4.7637835,-12.138783,voor,-5.4124556,-9.537456
75,voor,-3.9188073,-12.168807,voor,-3.28812,-13.53812,voor,-3.0487764,-16.048777,voor,-4.1410913,-16.516092,voor,-2.5789618,-14.703961,voor,-3.6513717,-16.776371,voor,-3.773319,-17.39832,voor,-4.018328,-15.643328,voor,-3.0486693,-13.42367,voor,-4.6348066,-17.509808,voor,-4.4564147,-8.206414,voor,-3.168583,-14.793583,voor,-4.8826904,-16.13269,voor,-3.7733111,-16.023312,voor,-4.3875723,-17.387573
76,voor,-3.9117367,-12.4117365,voor,-3.7733085,-17.398308,voor,-3.5301087,-15.530108,voor,-3.7733023,-15.273302,voor,-3.5298035,-15.279803,voor,-2.812103,-16.437103,voor,-3.7733247,-17.523325,voor,-4.387574,-17.887573,voor,-3.0486794,-14.423679,voor,-4.3876,-17.0126,voor,-3.1680949,-16.793095,voor,-3.4089537,-15.533954,voor,-4.884604,-13.759604,voor,-3.2881045,-16.288105,voor,-4.5112157,-15.636216
77,voor,-3.3263838,-10.201384,voor,-1.5021558,-10.377156,voor,-2.4779482,-12.727948,voor,-2.8120534,-12.937054,voor,-1.9103062,-13.410306,voor,-2.3505182,-15.475518,voor,-2.8147714,-14.314772,voor,-2.3503194,-16.850319,voor,-1.9104843,-16.035484,voor,-3.7733037,-17.648304,voor,-1.7015239,-13.201524,voor,-1.8193095,-12.569309,voor,-3.9098444,-12.534844,voor,-1.7015345,-16.576534,voor,-3.168171,-15.918171
78,voor,-3.2225296,-11.847529,voor,-1.9103715,-17.035372,voor,-2.583071,-13.833071,voor,-2.5790255,-17.079025,voor,-1.5020497,-17.37705,voor,-1.9105053,-16.160505,voor,-2.4649577,-15.339958,voor,-2.127043,-16.877043,voor,-1.9103659,-16.785366,voor,-2.5789812,-17.203981,voor,-1.7015481,-11.826549,voor,-2.4776428,-12.477643,voor,-3.429607,-12.679607,voor,-1.7015486,-15.701549,voor,-2.8125372,-15.062537
79,voor,-4.515196,-13.515196,voor,-1.7014968,-14.451497,voor,-2.812071,-16.56207,voor,-3.288111,-15.663111,voor,-2.1270142,-15.252014,voor,-3.04866,-14.79866,voor,-2.578954,-14.328954,voor,-2.8120422,-17.312042,voor,-2.127014,-15.002014,voor,-4.3875504,-16.76255,voor,-3.0486503,-14.67365,voor,-2.3503535,-15.850353,voor,-4.2642326,-16.639233,voor,-1.9103091,-15.160309,voor,-3.2881088,-17.038109
80,tegen,-11.503607,-9.378607,tegen,-14.5383215,-9.0383215,tegen,-12.1433735,-9.6433735,tegen,-16.002678,-9.002679,tegen,-14.768438,-8.768438,tegen,-10.759572,-8.634572,tegen,-12.504394,-9.254394,tegen,-14.393512,-8.643512,tegen,-14.132945,-8.507945,tegen,-13.503893,-9.128893,tegen,-16.02997,-9.52997,tegen,-12.137841,-8.887841,tegen,-11.128834,-9.253834,tegen,-14.329524,-8.329524,tegen,-11.882229,-9.132229
81,voor,-3.422809,-13.297809,voor,-2.3502798,-14.85028,voor,-2.8120925,-16.437092,voor,-3.5298097,-16.27981,voor,-2.1270058,-13.752006,voor,-3.5298367,-16.529837,voor,-3.0486577,-14.798657,voor,-3.5298126,-15.154813,voor,-2.3502994,-13.4753,voor,-4.264213,-15.889213,voor,-3.6515005,-15.776501,voor,-3.2882318,-16.538233,voor,-4.0182295,-17.01823,voor,-2.3503,-16.9753,voor,-3.8956516,-16.77065
82,voor,-3.0487163,-16.673716,voor,-1.313361,-16.31336,voor,-1.1369865,-14.886987,voor,-2.8120596,-17.93706,voor,-0.97424054,-16.599241,voor,-1.3134215,-16.938421,voor,-1.5020319,-15.877032,voor,-1.7015194,-16.076519,voor,-1.1369969,-16.261997,voor,-1.7015401,-17.32654,voor,-1.9103215,-16.410322,voor,-1.1370122,-14.8870125,voor,-3.5298078,-16.404808,voor,-0.97423327,-16.224234,voor,-2.3502975,-16.100298
83,voor,-3.8428352,-11.717835,voor,-1.7015128,-13.451512,voor,-1.91159,-14.91159,voor,-3.5298142,-17.654814,voor,-1.7015084,-13.5765085,voor,-2.578991,-17.07899,voor,-2.3503985,-16.850399,voor,-2.5789857,-17.328985,voor,-2.350298,-14.225298,voor,-2.3502893,-13.975289,voor,-1.9103363,-13.0353365,voor,-3.0514684,-13.801468,voor,-4.008038,-11.133038,voor,-1.9103229,-16.285322,voor,-4.141918,-14.641918
84,tegen,-7.166688,-8.541688,voor,-2.794583,-10.544583,tegen,-6.1825037,-8.682504,voor,-4.332459,-8.8324585,voor,-3.714822,-9.964822,tegen,-5.3970203,-8.77202,tegen,-6.5780206,-8.45302,voor,-3.4269338,-11.676933,voor,-2.7394357,-10.739435,voor,-4.9389668,-9.813967,voor,-3.8038564,-11.428857,tegen,-7.2708907,-7.8958907,tegen,-7.2998714,-8.299871,voor,-3.3527424,-8.227742,tegen,-7.1841655,-8.184166
85,voor,-3.65157,-15.77657,voor,-2.127013,-15.627013,voor,-1.7015278,-12.576528,voor,-1.3133811,-15.188381,voor,-1.7015169,-15.576517,voor,-2.3502972,-14.725297,voor,-2.578969,-14.828969,voor,-2.578971,-15.453971,voor,-2.8120437,-15.187043,voor,-3.0486548,-16.173655,voor,-1.910338,-14.410338,voor,-1.3134079,-13.438408,voor,-3.1680684,-16.668068,voor,-0.6932712,-13.943272,voor,-3.0486743,-14.673675
86,voor,-4.018264,-16.518265,voor,-1.5020251,-16.627026,voor,-2.3502939,-14.975294,voor,-2.812058,-16.937057,voor,-2.1270227,-16.127022,voor,-2.3503008,-16.6003,voor,-2.8120286,-16.812029,voor,-2.8120482,-17.687048,voor,-2.5789707,-18.07897,voor,-3.5298066,-18.779806,voor,-2.5789742,-16.953974,voor,-2.8120499,-16.18705,voor,-3.7732942,-15.648294,voor,-0.6933063,-14.943306,voor,-3.0486617,-16.673662
87,voor,-4.0185924,-15.268592,voor,-2.126992,-14.626992,voor,-2.9299595,-13.679959,voor,-3.0486457,-16.548645,voor,-1.3133519,-15.563352,voor,-1.7015136,-16.076513,voor,-3.048635,-16.048635,voor,-1.7015067,-15.201507,voor,-1.7015308,-16.32653,voor,-3.2880871,-16.663088,voor,-2.8120308,-16.06203,voor,-2.127023,-13.377023,voor,-2.57897,-12.82897,voor,-1.1369812,-14.261981,voor,-3.5298064,-14.654806
88,voor,-3.7303698,-11.35537,voor,-2.1270332,-16.877033,voor,-2.0179586,-15.017959,voor,-4.511116,-17.136116,voor,-1.7015039,-12.951504,voor,-3.5298407,-15.65484,voor,-2.3503366,-15.975337,voor,-2.8120656,-16.312065,voor,-3.0486794,-16.54868,voor,-3.7733407,-17.14834,voor,-3.7753243,-14.150324,voor,-2.5793324,-15.579332,voor,-4.3895583,-13.889559,voor,-2.5790286,-14.204029,voor,-4.141178,-16.016178
89,tegen,-6.4512024,-8.576202,voor,-1.7017193,-15.576719,tegen,-5.871271,-8.746271,voor,-3.6522937,-13.902293,voor,-2.1272225,-15.502222,voor,-3.0595818,-12.434582,voor,-3.9436252,-11.693625,voor,-2.1271188,-15.752119,voor,-2.8124738,-14.937473,voor,-3.168244,-15.918244,voor,-2.4651024,-13.840102,tegen,-5.2958574,-8.045857,tegen,-6.5401716,-8.290172,voor,-2.240477,-12.990477,voor,-5.6033325,-9.2283325
90,voor,-2.715782,-12.715782,voor,-1.7015133,-12.326513,voor,-2.5809348,-14.330935,voor,-3.895602,-17.645601,voor,-2.1270092,-13.002009,voor,-4.018357,-16.018356,voor,-3.6514401,-16.77644,voor,-1.9103295,-16.53533,voor,-2.8120515,-17.187052,voor,-3.651358,-17.151358,voor,-2.5789964,-16.453997,voor,-2.0181098,-15.26811,voor,-3.2906795,-14.04068,voor,-2.3502982,-15.975298,voor,-3.5302982,-15.030298
91,voor,-4.5164,-13.2664,voor,-2.8120515,-15.687052,voor,-3.7733634,-16.773363,voor,-4.5111055,-16.511105,voor,-2.5789587,-15.2039585,voor,-4.3875823,-17.137583,voor,-3.2881193,-17.163118,voor,-2.578971,-13.953971,voor,-2.929959,-14.304959,voor,-3.7733026,-15.648302,voor,-3.6513681,-14.276368,voor,-3.0487916,-15.923792,voor,-4.2644043,-15.389404,voor,-2.127007,-17.502007,voor,-4.14112,-16.51612
92,voor,-3.4102297,-14.28523,voor,-2.126999,-15.251999,voor,-2.5789785,-16.70398,voor,-3.2881029,-16.663103,voor,-1.7014866,-15.451487,voor,-2.1270237,-16.252024,voor,-2.3502727,-15.350273,voor,-2.8120348,-15.937035,voor,-2.3502858,-16.225286,voor,-3.5297985,-16.904799,voor,-3.2881036,-14.663104,voor,-2.4640477,-13.714047,voor,-3.7733,-14.8983,voor,-1.9103014,-15.160301,voor,-3.4087167,-15.033717
93,voor,-3.7785473,-13.653547,voor,-3.04864,-14.92364,voor,-3.4088278,-16.033827,voor,-4.018204,-16.393204,voor,-3.048644,-15.298644,voor,-3.0486608,-17.29866,voor,-4.141081,-17.39108,voor,-3.6513572,-17.026358,voor,-4.1410813,-17.89108,voor,-4.387551,-18.26255,voor,-5.0068197,-16.381819,voor,-3.529885,-16.279884,voor,-4.5111327,-16.511133,voor,-3.0486424,-17.298643,voor,-4.6348057,-17.009806
94,voor,-3.651447,-16.276447,voor,-1.5020165,-14.877016,voor,-2.5789695,-17.20397,voor,-3.7732966,-16.398296,voor,-1.3133482,-15.063348,voor,-3.28812,-14.03812,voor,-2.8120322,-14.812032,voor,-2.5789795,-14.9539795,voor,-2.3503003,-14.8503,voor,-3.288097,-16.663097,voor,-2.3502986,-15.475299,voor,-2.4640453,-16.589045,voor,-2.3502808,-17.10028,voor,-1.9103178,-13.910317,voor,-3.8955991,-15.020599
95,voor,-4.0365973,-12.411597,voor,-2.5789623,-13.578962,voor,-3.5308573,-14.655857,voor,-3.7732995,-18.0233,voor,-2.350278,-14.350278,voor,-2.9299598,-13.429959,voor,-3.6514163,-16.901417,voor,-3.408749,-16.658749,voor,-3.1680663,-13.668066,voor,-2.578957,-15.203957,voor,-3.0486584,-17.298658,voor,-2.812618,-14.937618,voor,-3.7736123,-15.398612,voor,-2.8120382,-16.187038,voor,-4.264359,-15.6393585
96,tegen,-6.5805607,-8.455561,voor,-2.3502781,-14.350278,voor,-2.5796862,-14.454686,voor,-4.018205,-17.643206,voor,-2.578949,-14.078949,voor,-3.4087799,-16.15878,voor,-4.018216,-17.268215,voor,-3.7733114,-17.273312,voor,-3.7733138,-17.148314,voor,-4.387595,-16.887594,voor,-3.5302305,-14.5302305,voor,-3.2104986,-11.085499,voor,-4.7774262,-10.027426,voor,-3.651354,-16.401354,voor,-4.758789,-15.383789
97,voor,-3.408768,-17.033768,voor,-1.7015458,-15.951546,voor,-2.1270437,-16.627043,voor,-1.5020866,-15.502087,voor,-1.7015301,-15.70153,voor,-2.5790017,-16.079002,voor,-2.8120503,-16.06205,voor,-2.8120563,-16.437056,voor,-2.1270144,-15.252014,voor,-3.5298116,-17.029812,voor,-1.9103545,-15.660355,voor,-2.350324,-14.600324,voor,-3.651385,-17.026384,voor,-1.7015367,-14.951536,voor,-3.408725,-17.408726
98,voor,-3.4089587,-15.658958,voor,-2.3502896,-15.225289,voor,-2.8120546,-14.187055,voor,-3.529815,-16.529816,voor,-2.350279,-15.600279,voor,-3.4087157,-14.283716,voor,-3.048644,-14.923644,voor,-2.8120475,-15.062047,voor,-2.8120408,-16.18704,voor,-3.288107,-15.788107,voor,-3.2881064,-17.538107,voor,-2.3503091,-13.225309,voor,-3.895628,-16.520628,voor,-2.5789657,-17.953966,voor,-4.0182076,-17.393208
99,voor,-3.0487058,-17.048706,voor,-1.7015363,-17.451536,voor,-1.3134252,-16.563425,voor,-2.5789711,-18.453972,voor,-1.3133672,-14.063367,voor,-1.5020437,-13.377044,voor,-3.8955967,-18.145597,voor,-2.5789738,-17.953974,voor,-2.1270206,-14.377021,voor,-3.0486467,-18.048647,voor,-2.578988,-17.203989,voor,-2.9300234,-16.680023,voor,-3.2881155,-17.413116,voor,-1.7015095,-17.07651,voor,-3.288109,-14.288109
100,voor,-4.5187464,-13.268746,voor,-3.408734,-13.408734,voor,-2.9310057,-14.6810055,voor,-5.0067563,-15.256757,voor,-4.141078,-14.516078,voor,-4.0182557,-16.393255,voor,-4.141125,-16.641125,voor,-4.0182247,-16.893225,voor,-3.8955958,-14.520596,voor,-5.6287427,-16.503742,voor,-3.5313954,-14.156396,voor,-3.2947774,-13.044778,voor,-5.3804817,-14.380482,voor,-4.018198,-16.518198,voor,-5.0068235,-16.131823
101,voor,-2.9117117,-11.161712,voor,-1.7015318,-12.076531,voor,-2.604707,-11.979707,voor,-3.408775,-16.283775,voor,-2.5789702,-12.57897,voor,-2.3503344,-16.475334,voor,-2.3503847,-16.350384,voor,-2.1270227,-17.627022,voor,-2.1270242,-13.252024,voor,-2.578981,-17.078981,voor,-1.7015407,-11.951541,voor,-1.8055339,-15.180533,voor,-3.170077,-14.045077,voor,-2.5789957,-16.953995,voor,-3.7734694,-15.64847
102,voor,-3.4104426,-13.910442,voor,-2.127025,-12.877025,voor,-2.8122447,-15.312244,voor,-3.529811,-18.02981,voor,-2.8120277,-14.687028,voor,-1.9103225,-14.410322,voor,-3.1681437,-16.418144,voor,-2.9299603,-16.55496,voor,-2.8120399,-13.81204,voor,-3.7732956,-16.148296,voor,-3.5298634,-15.904863,voor,-2.6957452,-14.445745,voor,-3.8956256,-16.645626,voor,-2.929961,-15.429961,voor,-4.387568,-16.887568
103,voor,-3.773475,-15.398475,Voor,-0.8260621,-13.451062,voor,-1.9103597,-12.910359,voor,-1.701552,-13.951552,voor,-1.1370071,-15.012007,voor,-1.7015389,-17.201538,voor,-2.1270204,-15.62702,voor,-2.3503118,-15.850312,voor,-1.5020479,-15.377048,voor,-1.7015259,-15.201526,voor,-2.12704,-14.87704,voor,-2.3503149,-13.850315,voor,-3.408755,-16.158754,Voor,-0.82608396,-13.451084,voor,-2.8120775,-13.8120775
