,id,title,link,date,indieners (leden),indieners (partijen),PVV,GroenLinks-PvdA,VVD,NSC,D66,BBB,CDA,SP,ChristenUnie,DENK,PvdD,SGP,FVD,Volt,JA21,moties_volledig
49.0,2024D03457,Motie van de leden Hirsch en Teunissen over binnen UPOV pleiten voor een uitzonderingspositie van kleinschalige en zelfvoorzienende boeren,/kamerstukken/moties/detail?id=2024Z01537&did=2024D03457,31 januari 2024,"['Daniëlle Hirsch', 'Christine Teunissen']","['GroenLinks-PvdA', 'PvdD']",1,1,-1,-1,1,-1,-1,1,1,1,1,-1,1,1,1,"verzoekt de regering om binnen UPOV actief te pleiten voor een ruimere interpretatie, en een uitzonderingspositie van kleinschalige en zelfvoorzie-nende boeren te bewerkstelligen,"
50.0,2024D03473,Motie van het lid Van Baarle over boycot op goederen uit illegaal bezet Palestijns gebied,/kamerstukken/moties/detail?id=2024Z01553&did=2024D03473,31 januari 2024,['Stephan van Baarle'],['DENK'],-1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,-1,"verzoekt de regering een boycot in te stellen op goederen uit illegaal bezet Palestijns gebied,"
51.0,2024D03469,Motie van het lid Dobbe c.s. over het per direct intrekken van de opschorting van de financiering van UNRWA,/kamerstukken/moties/detail?id=2024Z01549&did=2024D03469,31 januari 2024,"['Sarah Dobbe', 'Christine Teunissen', 'Stephan van Baarle']","['SP', 'PvdD', 'DENK']",-1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,-1,"verzoekt de regering de opschorting van de financiering van de UNRWA per direct in te trekken,"
52.0,2024D03458,Motie van het lid Hirsch c.s. over onderzoeken hoe meer klimaatfinanciering ten goede kan komen aan lokale maatschappelijke organisaties en boerenorganisaties,/kamerstukken/moties/detail?id=2024Z01538&did=2024D03458,31 januari 2024,"['Daniëlle Hirsch', 'Chris Stoffer', 'Derk Boswijk']","['GroenLinks-PvdA', 'SGP', 'CDA']",-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,"verzoekt de regering te onderzoeken wat de verhoudingen is tussen de steun aan multilaterale organisaties en de steun aan deze lokale initiatieven; verzoekt de regering te onderzoeken welke mogelijkheden er binnen de begroting zijn om meer klimaatfinanciering ten goede te laten komen aan lokale maatschappelijke organisaties en boerenorganisaties,"
53.0,2024D03462,Motie van het lid Boswijk c.s. over de mogelijkheden onderzoeken voor het met Oekraïne delen van kennis en licenties ten aanzien van door Nederland geleverde middelen,/kamerstukken/moties/detail?id=2024Z01542&did=2024D03462,31 januari 2024,"['Derk Boswijk', 'Don Ceder', 'Roelien Kamminga', 'Gijs Tuinman', 'Chris Stoffer']","['CDA', 'ChristenUnie', 'VVD', 'BBB', 'SGP']",-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,"verzoekt de regering om samen met het bedrijfsleven de mogelijkheden te onderzoeken om kennis en licenties om bijvoorbeeld munitie of andere middelen die Nederland levert te produceren, te delen, zodat dit kan bijdragen aan de productiecapaciteit van Oekraïne zelf,"
54.0,2024D03454,Motie van het lid Ram over stoppen met het beleid van SDG 5-doel gendergelijkheid in combinatie- en ontwikkelingslanden,/kamerstukken/moties/detail?id=2024Z01534&did=2024D03454,31 januari 2024,['Dennis Ram'],['PVV'],1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,"verzoekt de regering te stoppen met het beleid van het SDG 5-doel gendergelijkheid in combinatie- en ontwikkelingslanden,"
55.0,2024D03466,Motie van het lid Ceder c.s. over bij allocatie van humanitaire middelen prioriteit geven aan hulp via lokaal gewortelde organisaties,/kamerstukken/moties/detail?id=2024Z01546&did=2024D03466,31 januari 2024,"['Don Ceder', 'Derk Boswijk', 'Chris Stoffer']","['ChristenUnie', 'CDA', 'SGP']",-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,"verzoekt de regering bij de allocatie van humanitaire middelen de prioriteit te geven aan hulp via lokaal gewortelde organisaties en alleen organisaties te steunen die de Grand Bargain naleven, en bij het alloceren van humanitaire middelen de Dutch Relief Alliance (DRA) en het Neder-landse Rode Kruis de voorkeur te geven boven VN-programma’s, wanneer dit het werken via lokale organisaties bevordert,"
56.0,2024D03476,Motie van het lid Van Houwelingen over het verbreken van alle banden met het World Economic Forum,/kamerstukken/moties/detail?id=2024Z01556&did=2024D03476,31 januari 2024,['Pepijn van Houwelingen'],['FVD'],1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,"verzoekt het kabinet om alle banden met het World Economic Forum te verbreken,"
57.0,2024D03452,Motie van de leden Ram en Kamminga over het opbouwen van een gelijkwaardige handelsrelatie tussen Nederland en India,/kamerstukken/moties/detail?id=2024Z01532&did=2024D03452,31 januari 2024,"['Dennis Ram', 'Roelien Kamminga']","['PVV', 'VVD']",1,-1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,"verzoekt de regering om samen met India te onderzoeken hoe met Nederland een gelijkwaardige handelsrelatie kan worden opgebouwd op basis van wederkerigheid met als doel elkaars economie te versterken en de buitenlandse handel te vergroten,"
58.0,2024D03451,Motie van het lid Ram over overleg met het bedrijfsleven en alle regio's over het bevorderen van de buitenlandse handel,/kamerstukken/moties/detail?id=2024Z01531&did=2024D03451,31 januari 2024,['Dennis Ram'],['PVV'],1,-1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,"verzoekt de regering in overleg te treden met alle sectoren van het bedrijfsleven en met alle regio’s om plannen te maken om de buiten-landse handel te bevorderen, de bedrijfssectoren te versterken en de bestaanszekerheid van Nederlanders te vergroten,"
59.0,2024D03282,Motie van de leden Pierik en Van der Plas over de mogelijkheid onderzoeken van derogatiebeleid voor probleemwolven in Nederland,/kamerstukken/moties/detail?id=2024Z01445&did=2024D03282,30 januari 2024,"['Cor Pierik', 'Caroline van der Plas']","['BBB', 'BBB']",1,-1,1,1,-1,1,1,-1,1,-1,-1,1,1,-1,1,"verzoekt de regering om te onderzoeken of het mogelijk is om via een derogatiebeleid voor wolven in Nederland probleemwolven te identifi-ceren, te verjagen en te bejagen,"
60.0,2024D02182,Gewijzigde motie van de leden Van der Velde en Wilders over onderzoeken wat nodig en mogelijk is om uitingen van de schutterijcultuur in Limburg en Brabant te behouden voor de toekomst (t.v.v. 36410-VIII-56),/kamerstukken/moties/detail?id=2024Z00915&did=2024D02182,30 januari 2024,[],[],1,-1,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,1,verzoekt de regering te onderzoeken wat er nodig en mogelijk is om deze culturele uitingen te behouden voor de toekomst.
61.0,2024D03281,Motie van de leden Pierik en Van der Plas over soortgelijke stappen nemen als Frankrijk omtrent het braak laten liggen van landbouwgrond,/kamerstukken/moties/detail?id=2024Z01444&did=2024D03281,30 januari 2024,"['Cor Pierik', 'Caroline van der Plas']","['BBB', 'BBB']",1,1,1,1,-1,1,1,-1,1,-1,-1,1,1,-1,1,"verzoekt de regering om op Europees niveau, soortgelijke stappen als in Frankrijk te zetten omtrent het braak laten liggen van landbouwgrond,"
62.0,2024D03175,Nader gewijzigde motie van het lid Teunissen c.s. over een voorstel om Lelystad Airport definitief niet te openen voor de commerciële burgerluchtvaart (t.v.v. 32813-1347),/kamerstukken/moties/detail?id=2024Z01401&did=2024D03175,30 januari 2024,[],[],-1,1,-1,1,1,1,1,1,1,-1,1,-1,-1,1,-1,"verzoekt de regering met een voorstel te komen om Lelystad Airport definitief niet te openen voor de commerciële burgerluchtvaart; verzoekt de regering tevens in overleg met lokale autoriteiten en inwoners een alternatief te presenteren voor een maatschappelijke investering in de regio,"
63.0,2024D03174,Gewijzigde motie van het lid Kostic over een landelijk stookverbod op basis van de stookwijzer instellen (t.v.v. 30175-455),/kamerstukken/moties/detail?id=2024Z01400&did=2024D03174,30 januari 2024,[],[],-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,"verzoekt de regering een landelijk stookverbod in te stellen op basis van de stookwijzer, zodat lokale overheden kunnen handhaven in regio’s met een code oranje en/of rood,"
64.0,2024D03151,Gewijzigde motie van de leden Dassen en Paternotte over voorkomen dat Hongarije het roterende voorzitterschap van de Raad vanaf 1 juli aanstaande op zich kan nemen (t.v.v. 21501-20-2009),/kamerstukken/moties/detail?id=2024Z01383&did=2024D03151,30 januari 2024,[],[],-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,"verzoekt de regering om, naast het pleiten voor het ontnemen van het stemrecht van Hongarije in de Europese Raad, te voorkomen dat Hongarije het roterende voorzitterschap van de Raad vanaf 1 juli aanstaande op zich kan nemen,"
65.0,2024D03279,Motie van het lid Van Campen over een routekaart met besluitvormingsmomenten voor toelating van landbouwinnovaties als uitkomst van de strategische dialoog,/kamerstukken/moties/detail?id=2024Z01442&did=2024D03279,30 januari 2024,['Thom van Campen'],['VVD'],1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,"verzoekt de regering om bij de dialoog expliciet het belang te benadrukken van: spoedige toelating van noodzakelijke innovaties zoals kunstmestvervangers/RENURE; •een snellere en goedkopere toelatingsprocedure van groene gewasbe-schermingsmiddelen; •nieuwe veredelingstechnieken te faciliteren en stimuleren; •hulp bieden aan nieuwe bedrijven die toelating verzoeken voor «novel foods»; verzoekt de regering zich ervoor in te spannen dat een routekaart met besluitvormingsmomenten voor toelating van die innovaties uitkomst is van de strategische dialoog, mede in het belang van voedselzekerheid binnen de Europese Unie,"
66.0,2024D03020,Gewijzigde motie van de leden Omtzigt en Mutluer over de Autoriteit Persoonsgegevens in afstemming met de CTIVD onderzoek laten doen naar de activiteiten van TOOI en PLOOI in de afgelopen vier jaar (t.v.v. 29628-1201),/kamerstukken/moties/detail?id=2024Z01307&did=2024D03020,30 januari 2024,[],[],-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,"verzoekt de regering ervoor te zorg dat er volledige medewerking verleen wordt aan zowel de Autoriteit Persoonsgegevens als de Commissie van Toezicht op de Inlichtingen- en Veiligheidsdiensten bij het verrichten van het CTIVD onderzoek over de activiteiten van TOOI en PLOOI in de afgelopen vier jaar,"
67.0,2024D02733,Gewijzigde motie van de leden Van den Hil en Agema over onafhankelijk casemanagement dementie doorrekenen in geld en fte's en het gebruik ervan stimuleren (t.v.v. 36410-XVI-47),/kamerstukken/moties/detail?id=2024Z01195&did=2024D02733,30 januari 2024,[],[],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"verzoekt de regering de inzet van casemanagement dementie (vanaf het moment van het vermoeden van dementie tot aan het overlijden) door te rekenen (in geld en in fte’s) en na te gaan onder welke voorwaarden onafhankelijk casemanagement dementie gestimuleerd kan worden,"
68.0,2024D03158,Gewijzigde motie van de leden Eerdmans en Bikker over bijvoorbeeld een programma zoals voor landelijke Skaeve Huse vormgeven (t.v.v. 36410-XVI-91),/kamerstukken/moties/detail?id=2024Z01390&did=2024D03158,30 januari 2024,[],[],1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,verzoekt de regering om bijvoorbeeld een programma zoals voor landelijke Skaeve Huse vorm te geven en de Kamer hierover voor 1 juli as te rapporten.
69.0,2024D02851,Gewijzigde motie van het lid De Hoop c.s. over de aanbevelingen van het College voor de Rechten van de Mens over toegankelijkheid van het openbaar vervoer overnemen (t.v.v. 36410-XII-38),/kamerstukken/moties/detail?id=2024Z01239&did=2024D02851,30 januari 2024,[],[],-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,verzoekt de regering om de aanbevelingen van het College voor de Rechten van de Mens over toegankelijkheid van het openbaar vervoer over te nemen; verzoekt de regering tevens het verbeterplan doelgroepenvervoer zo snel mogelijk naar de Kamer te sturen;
70.0,2024D03108,Motie van de leden Erkens en Tuinman over onderzoeken hoe de Nederlandse industrie meer betrokken kan worden bij zelfstandige en licentieproductie van munitie in Europa,/kamerstukken/moties/detail?id=2024Z01357&did=2024D03108,29 januari 2024,"['Silvio Erkens', 'Gijs Tuinman']","['VVD', 'BBB']",-1,1,1,1,1,1,1,-1,1,-1,-1,1,-1,1,1,"verzoekt het kabinet te onderzoeken hoe de Nederlandse industrie meer betrokken kan worden bij zelfstandige productie en licentieproductie in Europa van hoogtechnologische battle decisive munitie en andere munitie zoals klein kaliber; verzoekt het kabinet in samenspraak met relevante bedrijven en kennisin-stellingen een strategie op te stellen voor hoe Nederland een leidende rol kan spelen bij de ontwikkeling en productie van onbemande systemen, en deze in het derde kwartaal van 2024 naar de Kamer te sturen,"
71.0,2024D03118,Motie van het lid Podt over in kaart brengen hoe innovatieve technieken kunnen bijdragen aan de vormgeving van de krijgsmacht van de toekomst,/kamerstukken/moties/detail?id=2024Z01367&did=2024D03118,29 januari 2024,['Anne-Marijke Podt'],['D66'],1,1,1,-1,1,-1,1,1,1,1,1,1,-1,1,1,"verzoekt het kabinet in kaart te brengen hoe innovatieve technieken kunnen bijdragen aan de vormgeving van de krijgsmacht van de toekomst, met aandacht voor de kansen en risico’s van nieuwe systemen en het effect op de personele opgave en personele gereedheid; verzoekt het kabinet hierover uiterlijk voor het zomerreces aan de Kamer te rapporteren,"
72.0,2024D03114,Motie van de leden Tuinman en Boswijk over het onderzoeken van voorstellen met betrekking tot het internationaal aanbesteden van militaire projecten,/kamerstukken/moties/detail?id=2024Z01363&did=2024D03114,29 januari 2024,"['Gijs Tuinman', 'Derk Boswijk']","['BBB', 'CDA']",1,1,1,-1,1,1,1,-1,1,1,-1,1,1,-1,1,verzoekt de regering om in lijn van de motie-Knops voorstellen en/of ruimere interpretatie te onderzoeken met betrekking tot internationaal aanbesteden voor militaire projecten met een groot concept development (CD&E) element.
73.0,2024D03109,Motie van het lid Boswijk c.s. over het inventariseren en wegnemen van regels en procedures die het opschalen van externe opleidingscapaciteit belemmeren,/kamerstukken/moties/detail?id=2024Z01358&did=2024D03109,29 januari 2024,"['Derk Boswijk', 'Gijs Tuinman', 'Silvio Erkens']","['CDA', 'BBB', 'VVD']",1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,"verzoekt de regering te inventariseren welke regels en procedures momenteel nog het opschalen van externe opleidingscapaciteit belem-meren en deze belemmeringen weg te nemen, en de Kamer hier voor het zomerreces over te informeren,"
74.0,2024D03113,Motie van het lid Tuinman c.s. over alle medewerkers van Defensie die geen militair of reservist zijn vrijblijvend uitnodigen om reservist te worden,/kamerstukken/moties/detail?id=2024Z01362&did=2024D03113,29 januari 2024,"['Gijs Tuinman', 'Tjebbe van Oostenbruggen', 'Derk Boswijk', 'Silvio Erkens']","['BBB', 'NSC', 'CDA', 'VVD']",1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,"verzoekt de Staatssecretaris van Defensie alle medewerkers van Defensie die geen militair of reservist zijn vrijblijvend uit te nodigen om reservist te worden en daar het selectie- of keuringstraject op of te stemmen,"
75.0,2024D03110,Motie van het lid Boswijk over de personele knelpunten en scenario's rond het NATO Force Model inventariseren,/kamerstukken/moties/detail?id=2024Z01359&did=2024D03110,29 januari 2024,['Derk Boswijk'],['CDA'],1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,"verzoekt de regering de personele knelpunten rond het NATO Force Model te inventariseren, alsmede de mogelijke scenario’s voor hoe wij toch aan deze verplichting kunnen voldoen, en deze voor de zomer met de Kamer te delen,"
76.0,2024D03040,Motie van het lid Grinwis c.s. over de drinkwaterbedrijven dit jaar zo snel mogelijk duidelijkheid geven over de financieringsruimte met ingang van 2025,/kamerstukken/moties/detail?id=2024Z01323&did=2024D03040,29 januari 2024,"['Pieter Grinwis', 'Olger van Dijk', 'Peter de Groot', 'Tjeerd de Groot']","['ChristenUnie', 'NSC', 'VVD', 'D66']",-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"verzoekt de regering de drinkwaterbedrijven dit jaar zo snel mogelijk duidelijkheid te geven over de financieringsruimte met ingang van 2025, en daarbij te verzekeren dat deze financieringsruimte de drinkwaterbe-drijven in staat stelt de noodzakelijke investeringen te doen, zodat zij kunnen blijven voldoen aan hun wettelijke taak, en de Kamer voor het eind van het eerste kwartaal te rapporteren, of in ieder geval voor het volgende debat,"
77.0,2024D03132,Gewijzigde motie van de leden Gabriëls en Kostic over alles op alles zetten om overal aan de KRW-eisen te voldoen t.v.v. 36410-XII-61,/kamerstukken/moties/detail?id=2024Z01371&did=2024D03132,29 januari 2024,[],[],-1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,-1,"verzoekt de regering om alles op alles te zetten om wél overal aan de KRW-eisen te voldoen en geen enkel bestuurlijk of juridisch middel uit te sluiten,"
78.0,2024D03032,Motie van de leden Kostic en Gabriëls over geen nieuwe vergunningen voor het uitstoten en lozen van pfas,/kamerstukken/moties/detail?id=2024Z01315&did=2024D03032,29 januari 2024,"['Ines Kostić', 'Geert Gabriëls']","['PvdD', 'GroenLinks-PvdA']",-1,1,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,-1,"verzoekt de regering ervoor te zorgen dat, totdat het Europese pfas-verbod in werking treedt, er geen nieuwe vergunningen worden afgegeven voor het uitstoten en lozen van pfas,"
79.0,2024D03026,Motie van het lid Tjeerd de Groot c.s. over een wetswijziging inzake een dubbele doelstelling voor waterveiligheid en ruimtelijke kwaliteit,/kamerstukken/moties/detail?id=2024Z01313&did=2024D03026,29 januari 2024,"['Tjeerd de Groot', 'Geert Gabriëls', 'Ines Kostić', 'Pieter Grinwis']","['D66', 'GroenLinks-PvdA', 'PvdD', 'ChristenUnie']",-1,1,-1,-1,1,-1,-1,1,1,1,1,-1,-1,1,1,"verzoekt de regering om een wetswijziging voor te bereiden waarmee een dubbele doelstelling voor waterveiligheid en ruimtelijke kwaliteit de norm wordt,"
80.0,2024D03022,Motie van het lid Heutink over in Brussel aandringen op soepelere regelgeving ten aanzien van de waterkwaliteit en de bijbehorende KRW-doelen,/kamerstukken/moties/detail?id=2024Z01309&did=2024D03022,29 januari 2024,['Hidde Heutink'],['PVV'],1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,"verzoekt de regering om in Brussel aan te dringen op soepelere regel-geving ten aanzien van de waterkwaliteit en de bijbehorende KRW-doelen,"
81.0,2024D03024,Motie van de leden Peter de Groot en Grinwis over versterking van dijktraject 15-2 binnen het Hoogwaterbeschermingsprogramma prioriteren om de kans op overstroming van pompstation Bergambacht terug te brengen naar 1 op 3.000,/kamerstukken/moties/detail?id=2024Z01311&did=2024D03024,29 januari 2024,"['Peter de Groot', 'Pieter Grinwis']","['VVD', 'ChristenUnie']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"verzoekt de regering om versterking van dijktraject 15–2 binnen het Hoogwaterbeschermingsprogramma te prioriteren om versneld de kans op een overstroming van pompstation Bergambacht terug te brengen naar 1 op 3.000,"
