,gpt4o_mini_rechts,gpt4o_mini_rechts_voor_lprob,gpt4o_mini_rechts_tegen_lprob,gpt4o_mini_centristisch,gpt4o_mini_centristisch_voor_lprob,gpt4o_mini_centristisch_tegen_lprob
1517,tegen,-3.5302956,-0.030295704,tegen,-0.89937496,-0.52437496
1518,tegen,-1.7048997,-0.20489965,voor,-0.023312334,-10.773313
1519,voor,-0.03439038,-7.2843904,voor,-0.048903003,-3.298903
1520,tegen,-1.2377801,-0.36278015,tegen,-2.813927,-0.06392701
1521,tegen,-10.25119,-0.0011903453,voor,-0.1220267,-2.2470267
1522,tegen,-9.126044,-0.0010446012,voor,-0.078969434,-11.953969
1523,tegen,-7.501914,-0.0019139999,voor,-0.020648979,-10.020649
1524,tegen,-13.251596,-0.00159663,voor,-0.048656404,-12.173656
1525,voor,-0.649719,-0.774719,tegen,-13.875887,-0.000886803
1526,tegen,-2.465693,-0.09069294,voor,-0.38697594,-15.511976
1527,tegen,-3.2902184,-0.0402183,voor,-0.31337473,-12.0633745
1528,tegen,-4.6364775,-0.011477709,voor,-0.0070191724,-8.257019
1529,tegen,-1.4135402,-0.28854024,voor,-0.02679924,-7.776799
1530,tegen,-0.7756308,-0.6506308,voor,-0.12708957,-9.7520895
1531,tegen,-8.751479,-0.0014791483,tegen,-1.5083604,-0.25836036
1532,voor,-0.030690897,-7.0306907,voor,-0.062035803,-12.812036
1533,tegen,-4.6380334,-0.013033287,voor,-0.30955532,-1.4345553
1534,tegen,-6.252489,-0.0024888574,voor,-0.06208241,-9.937082
1535,tegen,-2.8133335,-0.06333348,voor,-0.020650968,-9.645651
1536,tegen,-10.500537,-0.00053647073,tegen,-14.625444,-0.000444374
1537,voor,-0.3200694,-1.4450694,voor,-0.055721264,-7.1807213
1538,tegen,-2.8131323,-0.06313217,voor,-0.2015186,-14.451519
1539,voor,-0.14027318,-2.515273,tegen,-11.754191,-0.004191179
1540,voor,-0.35694322,-1.2319432,voor,-0.03407256,-7.9090724
1541,voor,-0.14435568,-2.2693558,voor,-0.69326997,-15.94327
1542,tegen,-9.875848,-0.0008478638,voor,-0.062021684,-12.812021
1543,voor,-0.25206843,-14.5020685,voor,-0.029801408,-11.529801
1544,tegen,-4.636456,-0.011455908,voor,-0.04864698,-13.048647
1545,tegen,-9.626503,-0.0015027176,voor,-0.04981211,-6.7998123
1546,tegen,-4.0198684,-0.019868387,voor,-0.048665263,-11.173665
1547,tegen,-6.628487,-0.003486985,voor,-0.16032527,-11.660325
1548,tegen,-7.2525425,-0.0025424897,voor,-0.20152922,-13.2015295
1549,tegen,-4.024875,-0.024875112,voor,-0.10029833,-11.350298
1550,tegen,-10.751837,-0.0018371299,voor,-0.07896822,-11.828968
1551,voor,-0.7025001,-0.7025001,voor,-0.048668217,-10.798668
1552,tegen,-12.627059,-0.0020590231,tegen,-1.4082795,-0.2832795
1553,tegen,-6.2524614,-0.0024615028,voor,-0.062041625,-11.562041
1554,tegen,-13.000721,-0.00072124926,tegen,-6.2538404,-0.0038404523
1555,tegen,-7.6259108,-0.0009107484,voor,-0.16029693,-15.160297
1556,tegen,-12.75163,-0.0016293597,tegen,-6.130571,-0.005570967
1557,tegen,-7.2516394,-0.0016392352,voor,-0.017122066,-6.8921223
1558,tegen,-3.0500143,-0.050014194,voor,-0.07576537,-2.8257654
1559,tegen,-2.4697745,-0.09477455,voor,-0.023678312,-7.8986783
1560,tegen,-1.2248322,-0.34983218,voor,-0.029808816,-12.904809
1561,tegen,-6.6284566,-0.0034568103,voor,-0.02336707,-9.523367
1562,tegen,-9.000388,-0.00038848948,voor,-0.12702838,-14.627028
1563,tegen,-1.2246811,-0.34968117,voor,-0.100275785,-16.100275
1564,tegen,-7.5008307,-0.0008304748,voor,-0.049248725,-7.4242487
1565,tegen,-7.8758855,-0.0008852534,voor,-0.027276583,-7.0272765
1566,tegen,-4.2671742,-0.017174447,tegen,-9.376746,-0.0017458621
1567,tegen,-11.37616,-0.0011595045,tegen,-0.7636557,-0.6386557
1568,tegen,-6.8766923,-0.0016924349,voor,-0.04421913,-6.794219
1569,tegen,-5.6291,-0.0040997737,voor,-0.01850225,-8.143502
1570,tegen,-4.6377654,-0.01276532,voor,-0.029813206,-11.279813
1571,tegen,-10.876636,-0.0016351896,voor,-0.12702733,-10.3770275
1572,tegen,-3.051059,-0.05105904,tegen,-11.376436,-0.0014361854
1573,tegen,-5.2574334,-0.007433293,voor,-0.18509255,-1.8100926
1574,voor,-0.019240394,-5.7692404,voor,-0.3869857,-14.886986
1575,tegen,-7.251801,-0.0018009617,voor,-0.25204018,-13.12704
1576,tegen,-3.7747612,-0.024761263,voor,-0.023343079,-9.898343
1577,tegen,-3.4126432,-0.037643295,voor,-0.062029865,-12.18703
1578,tegen,-0.76096517,-0.63596517,voor,-0.07895721,-13.203958
1579,tegen,-3.050981,-0.050980993,voor,-0.38699758,-13.886997
1580,tegen,-3.168521,-0.043520898,voor,-0.038094625,-14.6630945
1581,tegen,-4.883618,-0.008617882,voor,-0.2520375,-13.877037
1582,tegen,-3.8979087,-0.022908593,voor,-0.018222872,-10.268223
1583,tegen,-5.13208,-0.0070802527,voor,-0.020632632,-10.020633
1584,tegen,-3.4098854,-0.034885418,tegen,-6.8778663,-0.002866447
1585,tegen,-10.125536,-0.00053599395,voor,-0.31336114,-13.313361
1586,tegen,-10.25077,-0.00077008246,tegen,-1.2262112,-0.3512112
1587,voor,-0.7066547,-0.7066547,tegen,-4.5136986,-0.013698802
1588,tegen,-9.500544,-0.0005433809,voor,-0.033708747,-11.783709
1589,tegen,-7.501717,-0.0017171853,tegen,-4.019492,-0.019492246
1590,tegen,-7.752265,-0.0022649246,tegen,-10.875953,-0.00095290976
1591,tegen,-14.250496,-0.0004957251,voor,-0.03810369,-11.163104
1592,voor,-0.12183095,-2.371831,voor,-0.20151508,-11.201515
1593,tegen,-4.022059,-0.022058861,voor,-0.012010608,-7.0120106
1594,voor,-0.026581144,-4.2765813,voor,-0.062021684,-13.937021
1595,tegen,-11.750909,-0.00090848346,voor,-0.16033725,-10.410337
1596,tegen,-4.0195394,-0.019539127,voor,-0.048654933,-12.798655
1597,voor,-0.049117982,-3.674118,voor,-0.005206721,-7.5052066
1598,tegen,-10.000665,-0.00066430296,voor,-0.018236453,-10.143236
1599,tegen,-3.6523113,-0.02731139,tegen,-4.635656,-0.010655724
1600,tegen,-6.8783927,-0.0033927832,voor,-0.043541554,-7.6685414
1601,tegen,-4.760441,-0.010440932,voor,-0.029149992,-3.90415
1602,tegen,-3.1710088,-0.04600887,voor,-0.03485145,-3.6598516
1603,tegen,-5.0077944,-0.0077943555,voor,-0.030527322,-7.280527
1604,tegen,-3.6523702,-0.027370192,voor,-0.011133657,-10.136133
1605,voor,-0.015361706,-6.765362,voor,-0.038095307,-12.538095
1606,voor,-0.12701368,-12.502014,voor,-0.020615812,-10.395616
1607,tegen,-0.8288061,-0.5788061,voor,-0.016101237,-10.391101
1608,tegen,-1.2275486,-0.35254866,voor,-0.03810449,-11.913104
1609,tegen,-6.127846,-0.0028457681,voor,-0.023295559,-12.273295
1610,tegen,-9.375844,-0.0008436953,voor,-0.078956984,-13.328957
1611,tegen,-12.376125,-0.0011252142,tegen,-1.2267177,-0.35171765
1612,tegen,-7.3765545,-0.0015546207,voor,-0.2520251,-12.377025
1613,tegen,-9.125663,-0.00066251855,voor,-0.062028628,-13.437029
1614,voor,-0.3110314,-1.4360313,voor,-0.10032787,-10.3503275
1615,tegen,-1.0594492,-0.43444917,voor,-0.0142457755,-10.264246
1616,tegen,-1.6053193,-0.23031925,voor,-0.038097836,-11.413097
1617,voor,-0.038133636,-10.038134,voor,-0.12702964,-13.627029
1618,tegen,-13.502319,-0.00231963,voor,-0.07034286,-8.070343
1619,tegen,-1.6034424,-0.22844242,voor,-0.0157312,-4.6407313
1620,tegen,-2.6986947,-0.07369475,voor,-0.016711252,-7.391711
1621,voor,-0.043508463,-3.7935085,voor,-0.062026277,-13.437026
1622,tegen,-13.625915,-0.0009144436,tegen,-0.9771332,-0.4771332
1623,tegen,-7.6262527,-0.0012526117,voor,-0.10027729,-13.725277
1624,tegen,-10.875825,-0.00082475296,voor,-0.023290783,-13.273291
1625,tegen,-8.627505,-0.0025053862,voor,-0.0383358,-8.413336
1626,voor,-0.21330242,-1.7133024,tegen,-5.007533,-0.0075329216
1627,tegen,-10.000775,-0.00077496615,voor,-0.07896062,-12.70396
1628,tegen,-7.502243,-0.002242916,voor,-0.03005616,-8.280056
1629,tegen,-11.750761,-0.00076150714,voor,-0.3133937,-15.563394
1630,voor,-0.23706503,-1.6120651,tegen,-12.375349,-0.000349409
1631,tegen,-0.9033772,-0.5283772,voor,-0.011180804,-9.386181
1632,tegen,-10.750545,-0.00054457295,voor,-0.20150796,-14.076508
1633,tegen,-8.750537,-0.00053694757,voor,-0.020387953,-6.145388
1634,tegen,-5.508562,-0.00856221,voor,-0.06515345,-5.8151536
1635,tegen,-8.001192,-0.0011921332,voor,-0.10029509,-11.350295
1636,tegen,-12.376442,-0.0014422574,tegen,-9.375694,-0.0006946815
1637,tegen,-11.00146,-0.0014596429,voor,-0.018861337,-5.8938613
1638,tegen,-11.125766,-0.0007660296,voor,-0.029891182,-9.529891
1639,tegen,-14.377088,-0.0020876888,voor,-0.6996646,-0.6996646
1640,tegen,-1.8098592,-0.18485911,voor,-0.038100816,-12.163101
1641,tegen,-10.625949,-0.0009493336,tegen,-6.3774195,-0.0024194145
1642,tegen,-8.750425,-0.00042578924,voor,-0.016087512,-11.766088
1643,tegen,-10.501649,-0.0016486377,voor,-0.31339887,-14.688399
1644,tegen,-10.750389,-0.0003894431,voor,-0.029804299,-12.029804
1645,tegen,-7.127901,-0.0029011627,voor,-0.10028787,-13.225287
1646,tegen,-6.626673,-0.0016732762,voor,-0.07894983,-13.45395
1647,tegen,-8.7504835,-0.0004837002,voor,-0.31667975,-1.3166797
1648,tegen,-1.8075485,-0.18254852,voor,-0.10028775,-14.100287
1649,voor,-0.10031277,-14.350313,voor,-0.008875609,-5.633876
1650,voor,-0.048669916,-10.92367,voor,-0.009003455,-8.009004
1651,tegen,-2.6991925,-0.07419261,voor,-0.04311497,-9.793115
1652,voor,-0.31697205,-1.441972,voor,-0.31338578,-11.188386
1653,tegen,-3.7740145,-0.02401437,voor,-0.012617247,-9.512617
1654,tegen,-4.511846,-0.011846158,voor,-0.016734818,-7.3917346
1655,tegen,-5.382135,-0.007134936,voor,-0.10028237,-12.600283
1656,tegen,-8.376901,-0.0019001978,voor,-0.062095407,-9.812096
1657,tegen,-2.020303,-0.1453031,voor,-0.1270247,-10.627025
1658,tegen,-1.7038071,-0.2038071,voor,-0.1603271,-12.660327
1659,voor,-0.07195966,-3.1969597,voor,-0.016119182,-9.891119
1660,tegen,-11.5009,-0.0009007389,voor,-0.029815177,-10.904815
1661,tegen,-4.8835754,-0.008575451,voor,-0.016305437,-4.5163054
1662,tegen,-10.87763,-0.0026299963,voor,-0.044225745,-6.7942257
1663,tegen,-3.2931225,-0.04312263,voor,-0.12701052,-13.37701
1664,tegen,-8.001986,-0.001985379,voor,-0.03811711,-11.038117
1665,tegen,-3.5306284,-0.030628473,voor,-0.07895919,-13.703959
1666,tegen,-2.1293564,-0.1293565,voor,-0.011205208,-9.136206
1667,tegen,-7.126875,-0.0018747397,voor,-0.10028215,-11.475282
1668,tegen,-9.000284,-0.00028457688,voor,-0.04865186,-13.923652
1669,voor,-0.20656928,-3.7065692,tegen,-3.7790115,-0.029011384
1670,tegen,-2.5815082,-0.08150823,voor,-0.12705022,-10.25205
1671,voor,-0.38703603,-10.262036,tegen,-2.5802128,-0.0802129
1672,tegen,-8.375674,-0.0006739511,voor,-0.02060799,-10.645608
1673,tegen,-3.1703482,-0.045348257,voor,-0.07902,-9.70402
1674,tegen,-10.750765,-0.0007649567,voor,-0.008836505,-8.633837
1675,tegen,-10.000596,-0.00059616246,voor,-0.06203715,-12.062037
1676,tegen,-4.3885846,-0.013584736,voor,-0.024335187,-6.8993354
1677,voor,-0.027319392,-5.5273194,voor,-0.2520162,-16.377016
1678,tegen,-6.7527385,-0.002738424,voor,-0.028325392,-4.2783256
1679,voor,-0.047630887,-4.047631,voor,-0.2520335,-13.252033
1680,voor,-0.236421,-1.611421,voor,-0.38698748,-13.636988
1681,voor,-0.4815282,-0.98152816,voor,-0.02980777,-11.654808
1682,tegen,-5.880899,-0.0058991653,voor,-0.1270392,-10.002039
1683,voor,-0.25917792,-1.5091779,voor,-0.07896162,-13.578961
1684,tegen,-12.878324,-0.003323746,voor,-0.06267825,-7.4376783
1685,tegen,-3.1703598,-0.045359764,voor,-0.062033676,-12.937034
1686,tegen,-6.1285887,-0.003588668,voor,-0.12701736,-12.877017
1687,voor,-0.33916545,-1.3391654,tegen,-10.625915,-0.0009142052
1688,voor,-0.2016026,-9.201603,tegen,-10.00107,-0.0010697276
1689,tegen,-11.000596,-0.0005958048,voor,-0.048663218,-12.423663
1690,tegen,-6.0038767,-0.0038765543,voor,-0.12700917,-12.127009
1691,tegen,-11.127317,-0.0023176074,voor,-0.018460348,-8.26846
1692,voor,-0.016599994,-4.3916,voor,-0.100291,-14.975291
1693,tegen,-0.9797143,-0.4797143,tegen,-12.125573,-0.0005734056
1694,tegen,-10.376184,-0.0011843961,voor,-0.20151186,-12.701511
1695,tegen,-11.625473,-0.00047285634,voor,-0.07896976,-12.32897
1696,tegen,-6.1286983,-0.0036984163,voor,-0.029856127,-9.904856
1697,tegen,-3.2917879,-0.041787922,voor,-0.07898034,-10.95398
1698,tegen,-10.87797,-0.002969619,voor,-0.029207645,-4.5292077
1699,voor,-0.1270686,-9.7520685,tegen,-1.7083167,-0.20831665
1700,tegen,-13.750538,-0.0005379012,voor,-0.02981135,-12.154811
1701,voor,-0.15822834,-2.9082284,tegen,-2.247588,-0.12258789
1702,tegen,-2.5987806,-0.09878062,tegen,-8.130114,-0.005113969
1703,tegen,-4.1442494,-0.019249288,voor,-0.47420856,-14.349209
1704,tegen,-7.5013075,-0.0013076179,voor,-0.026414318,-9.651414
1705,voor,-0.04082583,-5.915826,voor,-0.16033705,-13.660337
1706,tegen,-7.001717,-0.0017169468,voor,-0.12702124,-13.502021
1707,voor,-0.35612974,-1.2311298,voor,-0.022801856,-5.397802
1708,voor,-0.53330135,-0.90830135,voor,-0.07895919,-13.953959
1709,tegen,-6.7533035,-0.0033035506,voor,-0.20152628,-12.451527
1710,tegen,-7.627153,-0.0021529961,voor,-0.062050708,-10.937051
1711,voor,-0.06068059,-5.1856804,voor,-0.028299432,-4.2782993
1712,tegen,-0.97861993,-0.47861993,voor,-0.005972285,-11.380972
1713,tegen,-13.626052,-0.0010517461,tegen,-5.8785105,-0.0035106298
1714,tegen,-11.000962,-0.00096207747,voor,-0.16044174,-9.035441
1715,tegen,-2.1281557,-0.12815572,voor,-0.02980731,-13.154807
1716,tegen,-12.376637,-0.0016375737,voor,-0.25204816,-14.2520485
1717,tegen,-6.253536,-0.0035362788,voor,-0.07897329,-11.453974
1718,tegen,-11.252955,-0.0029550008,tegen,-12.502922,-0.00292173
1719,tegen,-3.5337372,-0.0337371,voor,-0.38699725,-11.136997
1720,tegen,-3.0527818,-0.05278173,voor,-0.035005946,-6.660006
1721,tegen,-5.3801827,-0.005182882,voor,-0.0205872,-12.770587
1722,voor,-0.05026477,-3.3002648,voor,-0.012594295,-5.887594
1723,tegen,-9.756156,-0.006155593,voor,-0.10029023,-12.35029
1724,tegen,-9.502685,-0.0026842065,voor,-0.06209014,-10.06209
1725,tegen,-1.504282,-0.25428206,voor,-0.16033664,-13.6603365
1726,tegen,-12.5018425,-0.0018429674,voor,-0.029884936,-9.404885
1727,tegen,-3.6525817,-0.027581736,voor,-0.023320599,-10.52332
1728,tegen,-11.876145,-0.0011454568,voor,-0.062044654,-12.312045
1729,voor,-0.051856074,-3.301856,voor,-0.014730544,-6.1397305
1730,voor,-0.07144314,-6.571443,voor,-0.48192775,-0.98192775
1731,voor,-0.12735452,-8.002355,tegen,-1.5035974,-0.25359735
1732,tegen,-5.380506,-0.0055058803,voor,-0.009829284,-10.2598295
1733,tegen,-1.8072839,-0.18228382,tegen,-4.142562,-0.017562108
1734,voor,-0.13415866,-2.2591586,tegen,-1.0564176,-0.43141755
1735,tegen,-8.750959,-0.0009589855,tegen,-7.0015793,-0.0015792554
1736,voor,-0.5340516,-0.9090516,voor,-0.019230343,-5.0192304
1737,tegen,-1.5040472,-0.25404713,voor,-0.20154579,-14.326546
1738,voor,-0.0442546,-3.6692545,voor,-0.25204724,-13.502048
1739,tegen,-1.3159109,-0.3159109,voor,-0.07894586,-13.453946
1740,tegen,-7.501606,-0.001605794,voor,-0.04864255,-12.923642
1741,voor,-0.26148665,-1.5114866,voor,-0.048650842,-13.673651
1742,tegen,-7.8761344,-0.0011343819,voor,-0.01006181,-8.260062
1743,voor,-0.38278013,-1.2577801,voor,-0.47421902,-13.849219
1744,tegen,-10.875825,-0.00082475296,voor,-0.04307924,-10.918079
1745,tegen,-2.4686964,-0.09369637,voor,-0.31336942,-11.43837
1746,tegen,-6.6297297,-0.004729872,voor,-0.15163183,-2.4016318
1747,tegen,-9.125539,-0.00053897407,voor,-0.038089,-12.288089
1748,tegen,-4.143735,-0.018734863,voor,-0.57614094,-9.576141
1749,tegen,-9.000605,-0.0006043838,voor,-0.062064372,-10.687064
1750,tegen,-14.375645,-0.00064452615,voor,-0.12702239,-12.002023
1751,tegen,-4.883154,-0.008153998,voor,-0.0051543005,-7.630154
1752,voor,-0.027388293,-6.902388,voor,-0.16032192,-15.160322
1753,tegen,-4.6381392,-0.013139403,voor,-0.019684426,-5.6446843
1754,tegen,-2.6973498,-0.07234983,voor,-0.048736,-9.298736
1755,tegen,-8.751096,-0.0010958074,voor,-0.007710027,-9.63271
1756,tegen,-9.751295,-0.001295239,voor,-0.021770088,-6.77177
1757,tegen,-3.7759655,-0.025965486,voor,-0.16029531,-12.7852955
1758,tegen,-2.4667454,-0.09174539,voor,-0.02980847,-12.404808
1759,tegen,-1.319241,-0.31924108,voor,-0.05498271,-10.429983
1760,tegen,-13.251276,-0.0012757116,voor,-0.03426472,-7.5342646
1761,voor,-0.28597718,-1.4109771,voor,-0.10030652,-13.8503065
1762,tegen,-3.8965695,-0.021569442,voor,-0.20151694,-11.451517
1763,tegen,-8.252905,-0.0029050855,voor,-0.576068,-12.826068
1764,tegen,-9.125503,-0.0005029929,voor,-0.25203285,-14.377033
1765,tegen,-6.003489,-0.0034892391,voor,-0.011999058,-6.136999
1766,voor,-0.19077076,-1.8157707,voor,-0.25203174,-15.252031
1767,tegen,-10.001329,-0.001329168,voor,-0.12701085,-12.252011
1768,tegen,-10.125773,-0.0007738933,tegen,-1.6038446,-0.22884466
1769,tegen,-3.4121194,-0.037119307,tegen,-5.0095086,-0.009508618
1770,voor,-0.69891655,-0.69891655,voor,-0.01881243,-5.3938127
1771,tegen,-2.3579788,-0.10797893,voor,-0.4886899,-0.9886899
1772,voor,-0.64203775,-0.76703775,voor,-0.021352414,-5.7713523
1773,tegen,-6.5076866,-0.007686485,voor,-0.104296796,-3.7292967
1774,tegen,-9.125649,-0.0006498866,voor,-0.023292528,-12.898293
1775,tegen,-11.750914,-0.0009132516,voor,-0.12724191,-8.377242
1776,tegen,-12.375322,-0.00032199582,voor,-0.038102537,-12.913102
1777,tegen,-8.751787,-0.0017869214,voor,-0.04866401,-10.923664
1778,tegen,-1.5036099,-0.25360987,voor,-0.16034263,-14.410342
1779,tegen,-8.37669,-0.0016900582,voor,-0.16033177,-14.285332
1780,tegen,-8.251436,-0.0014360661,voor,-0.12700875,-13.252008
1781,voor,-0.049906585,-3.5499065,voor,-0.581241,-0.831241
1782,tegen,-1.0569353,-0.43193537,voor,-0.31336218,-14.563362
1783,tegen,-1.5046995,-0.25469953,voor,-0.12701242,-13.627012
1784,tegen,-1.1407244,-0.39072448,voor,-0.00984368,-10.009844
1785,tegen,-7.6273804,-0.0023802845,voor,-0.07897351,-11.328974
1786,tegen,-6.128023,-0.0030229872,voor,-0.2520401,-14.50204
1787,tegen,-5.8789983,-0.003998496,voor,-0.030118508,-8.155119
1788,tegen,-2.465412,-0.090412006,voor,-0.007798141,-8.757798
1789,tegen,-5.6298823,-0.0048822,tegen,-6.6275816,-0.0025817242
1790,tegen,-9.002184,-0.0021836883,voor,-0.036472965,-3.911473
1791,tegen,-4.3897796,-0.014779414,voor,-0.017371403,-4.642371
1792,tegen,-4.5135994,-0.013599435,voor,-0.25203472,-12.877035
1793,tegen,-12.751796,-0.0017957278,voor,-0.12703499,-11.002035
1794,tegen,-3.6536133,-0.028613424,voor,-0.012578525,-10.512579
1795,tegen,-10.878325,-0.003325169,voor,-0.021816632,-4.8968167
1796,tegen,-10.1263275,-0.0013274992,voor,-0.048651405,-12.673652
1797,tegen,-7.755268,-0.0052679074,tegen,-1.22713,-0.35213003
1798,tegen,-14.50035,-0.00035036262,tegen,-9.000591,-0.0005915172
1799,tegen,-8.004114,-0.0041139005,voor,-0.030185819,-7.9051857
1800,tegen,-3.05205,-0.05205007,voor,-0.02226827,-5.5222683
1801,tegen,-4.388946,-0.013946055,voor,-0.016894704,-7.141895
1802,tegen,-9.751912,-0.0019117423,voor,-0.024792667,-6.5247927
1803,tegen,-11.875615,-0.000615578,voor,-0.06204913,-11.812049
1804,tegen,-2.9321027,-0.057102706,voor,-0.12700622,-14.752007
1805,tegen,-11.501306,-0.0013051182,voor,-0.03809863,-12.913098
1806,tegen,-5.6301904,-0.0051903515,voor,-0.04872385,-9.673724
1807,tegen,-6.7527146,-0.0027144034,voor,-0.12706219,-9.752062
1808,voor,-0.43520683,-1.0602069,voor,-0.048657086,-12.173657
1809,tegen,-2.0198023,-0.14480227,voor,-0.12701452,-15.002014
1810,voor,-0.1051596,-2.3551595,voor,-0.033719238,-10.783719
1811,tegen,-8.501078,-0.0010780644,voor,-0.020590002,-11.39559
1812,tegen,-8.37729,-0.002290137,voor,-0.024095835,-5.149096
1813,tegen,-10.250564,-0.0005637574,voor,-0.038091518,-12.788092
1814,voor,-0.08054093,-2.705541,voor,-0.062036365,-12.8120365
1815,tegen,-5.505622,-0.005622062,voor,-0.036206502,-4.0362067
1816,tegen,-13.001437,-0.001437493,voor,-0.043078665,-10.918078
1817,tegen,-0.8308162,-0.5808162,voor,-0.31338945,-16.188389
1818,tegen,-5.8812375,-0.0062374566,voor,-0.030013816,-8.530014
1819,tegen,-12.376814,-0.0018137017,voor,-0.05585847,-7.0558586
1820,tegen,-13.877324,-0.0023241525,voor,-0.017126162,-6.892126
1821,voor,-0.02910576,-4.0291057,voor,-0.20153789,-14.451538
1822,voor,-0.53100055,-0.90600055,voor,-0.0486731,-10.548673
1823,voor,-0.15557154,-2.0305715,voor,-0.57605946,-16.20106
1824,tegen,-3.289043,-0.03904284,voor,-0.078951046,-14.953951
1825,voor,-0.15538499,-2.030385,voor,-0.011900458,-5.1369004
1826,tegen,-1.8077011,-0.18270116,voor,-0.1603202,-14.41032
1827,voor,-0.21392535,-1.7139254,voor,-0.25202703,-14.7520275
1828,voor,-0.08531596,-2.585316,voor,-0.20151196,-14.326512
1829,tegen,-8.126244,-0.0012439209,voor,-0.05826578,-3.3082657
1830,tegen,-6.1282616,-0.0032614884,tegen,-6.8768215,-0.0018215546
1831,tegen,-7.126996,-0.0019958469,voor,-0.078978136,-10.953979
1832,tegen,-7.751139,-0.0011391463,voor,-0.026369158,-11.151369
1833,tegen,-7.2530937,-0.003093816,voor,-0.12701368,-12.877014
1834,voor,-0.69961524,-0.69961524,voor,-0.048644934,-13.048645
1835,voor,-0.041154783,-3.7911549,voor,-0.03809198,-11.913092
1836,voor,-0.062484186,-7.6874843,tegen,-2.3512962,-0.10129624
1837,tegen,-2.0195293,-0.14452924,tegen,-4.2653146,-0.01531475
1838,voor,-0.058851186,-5.5588512,voor,-0.12774403,-2.252744
1839,tegen,-6.0040455,-0.004045633,voor,-0.091541335,-2.9665413
1840,tegen,-9.501906,-0.0019062626,tegen,-5.380865,-0.005865271
1841,tegen,-7.503218,-0.003218118,voor,-0.58795774,-0.83795774
1842,tegen,-11.8792095,-0.004209109,voor,-0.033786543,-9.408787
1843,tegen,-9.0006895,-0.0006890826,voor,-0.01325823,-7.2632585
1844,tegen,-5.0082016,-0.0082014175,voor,-0.023345409,-10.148345
1845,tegen,-2.8152719,-0.06527195,voor,-0.009705096,-6.884705
1846,tegen,-1.4130782,-0.28807822,voor,-0.014323927,-9.139324
1847,tegen,-2.9340801,-0.0590801,voor,-0.20149355,-14.451493
1848,tegen,-10.000626,-0.0006259414,voor,-0.078959845,-12.703959
1849,tegen,-3.171316,-0.04631597,tegen,-11.125759,-0.0007593614
1850,tegen,-8.126768,-0.0017683621,voor,-0.2520325,-13.377032
1851,tegen,-3.1686788,-0.043678742,voor,-0.10029056,-14.97529
1852,voor,-0.7132958,-0.7132958,voor,-0.038167838,-9.788168
1853,tegen,-4.51164,-0.011640221,voor,-0.003669556,-10.12867
1854,voor,-0.16548906,-1.9154891,voor,-0.004772223,-9.004772
1855,voor,-0.04393865,-7.0439386,voor,-0.021769853,-4.27177
1856,tegen,-14.001163,-0.0011623653,voor,-0.0663283,-3.0663283
1857,tegen,-4.388893,-0.01389292,voor,-0.014326976,-9.014327
1858,tegen,-4.3887477,-0.013747713,voor,-0.015019701,-6.01502
1859,tegen,-10.627345,-0.0023449692,voor,-0.13765468,-2.7626548
1860,tegen,-1.6197928,-0.24479282,voor,-0.11089571,-2.6108956
1861,tegen,-10.876042,-0.0010423363,voor,-0.10042146,-8.850422
1862,voor,-0.6121721,-0.8621721,voor,-0.055013966,-9.555014
1863,tegen,-6.378059,-0.003058754,voor,-0.06332945,-6.688329
1864,tegen,-7.7509875,-0.0009876733,tegen,-6.377459,-0.0024588911
1865,tegen,-7.251426,-0.0014261869,voor,-0.08390391,-2.5839038
1866,tegen,-10.251176,-0.0011761783,tegen,-4.512111,-0.012111306
1867,tegen,-5.6309123,-0.005912439,voor,-0.038121127,-10.413121
1868,tegen,-10.500935,-0.00093444786,voor,-0.029868161,-9.654868
1869,tegen,-2.6998022,-0.074802265,voor,-0.04928958,-7.4242897
1870,voor,-0.029107505,-5.1541076,tegen,-3.0498857,-0.049885824
1871,voor,-0.03423822,-7.5342383,voor,-0.078960285,-12.57896
1872,voor,-0.43434456,-1.0593445,voor,-0.012581941,-10.262582
1873,tegen,-8.751122,-0.0011224761,voor,-0.048644595,-14.173645
1874,tegen,-2.4654841,-0.090484105,voor,-0.023290435,-13.023291
1875,tegen,-7.002462,-0.0024618604,voor,-0.062093053,-9.687093
1876,tegen,-8.875639,-0.0006391693,voor,-0.06203143,-13.437032
1877,tegen,-2.020342,-0.14534207,voor,-0.20151031,-14.20151
1878,tegen,-6.628225,-0.003224891,voor,-0.10028614,-12.8502865
1879,tegen,-9.626703,-0.0017031522,voor,-0.25203565,-16.002035
1880,tegen,-9.376114,-0.0011139008,voor,-0.25203025,-16.12703
1881,tegen,-12.750661,-0.0006608497,voor,-0.029805692,-11.654806
1882,voor,-0.3869911,-13.0119915,tegen,-2.5804622,-0.080462284
1883,voor,-0.029138876,-4.029139,voor,-0.038100358,-12.2881
1884,voor,-0.3133581,-14.438358,tegen,-15.12611,-0.00111009
1885,voor,-0.23740318,-1.6124032,tegen,-3.651994,-0.026993962
1886,tegen,-8.750631,-0.000631544,voor,-0.5328526,-0.9078526
1887,tegen,-2.3522034,-0.1022034,voor,-0.078962274,-13.078962
1888,voor,-0.072622575,-2.8226225,voor,-0.048711136,-9.548711
1889,tegen,-8.877489,-0.002488738,voor,-0.0522121,-5.677212
1890,tegen,-3.4093072,-0.034307227,voor,-0.009795403,-12.384795
