moties_small,id,moties_volledig
137,2024D02690,"verzoekt de regering zo snel mogelijk een onderzoek op te starten – het liefst uiteraard in samenwerking met Lareb – naar een mogelijk verband tussen coronavaccinaties en gezondheidsschade in het algemeen en postcovid in het bijzonder; verzoekt de regering de Kamer over de voortgang hiervan uiterlijk voor het voorjaarsreces te informeren, "
138,2024D02685,"verzoekt de regering om samen met zorgverleners te bepalen welke administratie nuttig is en een maximale administratielast van 22% voor zorgmedewerkers binnen een jaar in te voeren,"
139,2024D02676,"verzoekt de regering om winstuitkering in de zorg onmogelijk te maken,"
140,2024D02691,"verzoekt de regering om advies te vragen aan de Gezondheidsraad in hoeverre de huidige benadering van genderbevestigende behandelingen bij minderjarigen recht doet aan het geldende gezondheidsrechtelijke kader,"
141,2024D02681,"verzoekt het kabinet de hoogte van de financiële tegemoetkoming voor zorgverleners met long covid te verhogen naar minimaal € 24.010 per persoon,"
142,2024D02686,"verzoekt de regering samen met verzekeraars/zorgkantoren, gemeenten en initiatiefnemers van het zorgbuurthuis om de tafel te gaan om belemmeringen voor het opzetten van andere zorgbuurthuizen weg te nemen,"
143,2024D02688,"verzoekt de regering om vóór de presentatie van de Voorjaarsnota met een plan te komen om de belasting op sportabonnementen af te schaffen,"
144,2024D02687,"verzoekt de regering voor de presentatie van de Voorjaarsnota met een plan te komen om het btw-tarief op de verkoop van groente en fruit te verlagen naar 0%,"
145,2024D02692,"verzoekt de regering om te bewerkstelligen dat redenen voor een abortus(verzoek) worden geregistreerd en deze informatie jaarlijks geaggregeerd en geanonimiseerd openbaar wordt gemaakt via de jaarrapportages van de Inspectie Gezondheidszorg en Jeugd,"
146,2024D02683,"verzoekt de regering om ervoor te zorgen dat de lonen van zorgverleners fors kunnen worden verhoogd,"
147,2024D02682,"verzoekt de regering om de personele bezettingsnorm van twee zorgver-leners op acht verpleeghuisbewoners te handhaven, om zo de kwaliteit in de verpleeghuizen te kunnen behouden en de werkdruk voor zorgver-leners niet verder op te laten lopen,"
148,2024D02671,"verzoekt de regering om het gesprek te voeren met gemeenten om te stoppen met het eisen van een mantelzorgverklaring en vanuit vertrouwen mantelzorgers te ondersteunen,"
149,2024D02662,"verzoekt de regering om bij de Voorjaarsnota het resterende bedrag op de aanvullende post, waarvoor bestedingsplannen zijn opgesteld, beschikbaar te stellen aan het zorgveld zodat het uitvoeringsakkoord uitgevoerd kan worden; verzoekt de regering voorts om met overbruggingsfinanciering te komen,"
150,2024D02661,"verzoekt de regering het advies van het Kennisplatform Preventie over te nemen om een instrumentarium te ontwikkelen waarmee de brede kosten en baten van preventie op korte, middellange en lange termijn gekwantifi-ceerd kunnen worden met als doel deze waar mogelijk te kunnen gebruiken bij de volgende doorrekening van verkiezingsprogramma’s; verzoekt de regering voorts de wens bij het CPB neer te leggen om Zorgkeuzes in Kaart iedere vijf jaar te actualiseren en daar actief aan mee te werken,"
151,2024D02667,"verzoekt de regering de openbare jaarverantwoordingsplicht voor kleinschalige eerstelijnszorgaanbieders af te schaffen,"
152,2024D02660,"verzoekt het kabinet om te stimuleren dat eind 2024 door alle zorgaan-bieders in de ggz een vorm van overbruggingszorg wordt aangeboden,"
153,2024D02674,"verzoekt de regering om het eigen risico zo snel mogelijk af te schaffen,"
154,2024D02670,"verzoekt de regering de samenwerking tussen verschillende betrokken partijen, zoals gemeenten, zorginstellingen en mantelzorgorganisaties, te stimuleren en te faciliteren om de beschikbaarheid en kwaliteit van tijdelijke vervangende zorg te waarborgen,"
155,2024D02672,"verzoekt de regering een voorstel te doen om deze premieopslag af te schaffen en de Kamer voor het zomerreces te informeren over wat daarvoor nodig is,"
156,2024D02668,"verzoekt de regering de Kamer te informeren over reeds genomen besluiten en spreekt uit dat de regering het pandemieverdrag niet ondertekent voordat de Kamer zich daarover heeft uitgesproken,"
157,2024D02665,"verzoekt de regering in ieder geval in kaart te brengen wat er nodig is om zo spoedig mogelijk een afstandscriterium te kunnen hanteren voor verkooppunten van tabak en vapes zodat deze niet in de buurt van supermarkten, scholen en andere plaatsen waar jongeren vaak kunnen komen, worden geopend,"
158,2024D02673,"verzoekt de regering opdracht te geven voor onafhankelijk wetenschap-pelijk onderzoek naar de oorzaken van de absolute en relatieve stijging van het aantal euthanasiegevallen, en de Kamer hierover uiterlijk medio 2024 te informeren,"
159,2024D02669,"verzoekt de regering erop toe te zien dat in ziekenhuizen dierlijke eiwitten niet van het menu verdwijnen, dat dit aanbod zichtbaar aanwezig blijft op de menu’s en dat mensen er niet apart naar hoeven te vragen,"
160,2024D02663,"verzoekt het kabinet om te onderzoeken of en zo ja, hoe de subsidiere-geling voor pg-organisaties kan worden gewijzigd zodat pg-organisaties zich dienen te onthouden van activiteiten die tot doel hebben toegang tot vormen van zorg waar met name lhbtiq+-personen en vrouwen aanspraak op doen te beperken of te ontmoedigen,"
161,2024D02657,"verzoekt de regering te stimuleren dat bij de uitwerking van de transfor-matieplannen ruime aandacht is voor activiteiten die bijdragen aan de preventie en aanpak van dakloosheid, mits deze voldoen aan de doelen en criteria die zijn gesteld in het beoordelingskader van het IZA,"
162,2024D02658,"verzoekt de regering in de protocollen over het functiegericht indiceren voor spraakhulpmiddelen vast te leggen dat indien een spraakcomputer nodig is, zowel de hardware als de software wordt vergoed,"
163,2024D02675,"verzoekt de regering om mondzorg op te nemen in het basispakket,"
164,2024D02656,"verzoekt de regering onderzoek uit te laten voeren naar de wijze waarop aanpassingen in de bekostiging kunnen bijdragen aan het mogelijk maken van de specialist ouderengeneeskunde als regiebehandelaar teneinde betere medische zorg te bieden aan de groeiende groep kwetsbare ouderen en patiënten met complexe zorgvragen in de thuissituatie,"
165,2024D02650,"verzoekt de regering op korte termijn de knelpunten bij de contractering van passende zorg voor het jaar 2024 in kaart te brengen en in overleg te treden met partijen om alsnog tot passende contractering te komen,"
166,2024D02648,"verzoekt de Minister om samen met de Minister van Sociale Zaken en Werkgelegenheid, werkgevers, werknemers en gemeenten de bekendheid en samenhang van bestaande verlof- en ondersteuningsregelingen te verbeteren,"
167,2024D02647,"verzoekt de regering van het digitaliseren, automatiseren en afschaffen (doorlichten wet- en regelgeving vanuit het Rijk) van regeltijd een absolute topprioriteit te maken teneinde het imploderen van de zorg af te wenden,"
168,2024D02654,"verzoekt de regering één periodieke controle bij de tandarts per jaar, uitgezonderd van het eigen risico per 2025, toe te voegen aan het basispakket en hier 0,385 miljard euro voor vrij te maken door de expatregeling en earningsstrippingmaatregel te versoberen,"
169,2024D02652,"verzoekt de regering te onderzoeken of en op welke manier voor ouderen een soortgelijke voorziening als het consultatiebureau deze eenduidige toegang kan bieden, met een positief effect op de werkdruk in de eerstelijnszorg,"
170,2024D02653,"verzoekt de regering met spoed een wetsvoorstel voor te bereiden om het eigen risico in 2025 met € 100 te verlagen; verzoekt de regering om deze investering van circa 1,4 miljard euro te dekken door de maximuminkomensgrens voor de inkomensafhankelijke bijdrage Zorgverzekeringswet (IAB Zvw) af te schaffen,"
171,2024D02655,"verzoekt de regering om bij de Voorjaarsnota de bezuiniging die samen-hangt met het scheiden van wonen en zorg en de huisvestingtarieven terug te draaien en het aantal verpleeghuisplekken structureel uit te breiden; verzoekt de regering de benodigde dekking mee te nemen bij de dekkings-vraagstukken in het voorjaar en in augustus, en deze middelen naar voren te halen door een kasschuif toe te passen,"
172,2024D02389,"verzoekt de regering om een einde te maken aan het labelen van de onschuldige burgers als terrorist en de personen die de code «niet CTER-waardig» hebben in kaart te brengen, te informeren en de regis-traties met het label «niet CTER-waardig» te verwijderen,"
173,2024D02392,"verzoekt de regering om een specifiek aanspreekpunt dan wel een loket in te richten voor burgers die vermoeden dat ze onterecht zijn betrokken in enig onderzoek van het TOOI,"
174,2024D02390,verzoekt de regering om het Team Openbare Orde Inlichtingen op te heffen;
175,2024D02214,"verzoekt de regering in overleg te treden met gemeenten om te onder-zoeken of er gedurende de hele periode van ondersteuningsverklaringen een avondopenstelling van de betreffende balies op gemeentehuizen kan plaatsvinden, in ieder geval voor het inleveren van de ondersteuningsver-klaringen,"
176,2024D02396,"verzoekt de regering om samen met regioburgemeesters een landelijk kader vast te stellen voor de uitoefening van bevoegdheden en inlichtin-genmethoden door TOOI en in dit kader minimaal vast te leggen: •welke bevoegdheden TOOI kan inzetten op grond van artikel 3 Politiewet; •welke door de burgemeester bepaalde doelen de inzet van een bevoegdheid rechtvaardigen; •voor de inzet van welke bevoegdheden voorafgaande toestemming nodig is van het gezag; •dat onderzocht dient te worden wanneer burgers ingelicht kunnen worden of zij voorwerp waren van een onderzoek en op welke manier hun persoonsgegevens daarbij zijn verwerkt; •welke rechtsbescherming de burger heeft om tegen gebruikmaking van bevoegdheden in verweer te komen,"
177,2024D02391,"verzoekt de regering ervoor te zorgen dat burgers waarvan vaststaat dat er geen grond voor registratie in TOOI was daarvan op de hoogte worden gesteld en die registratie te schrappen; verzoekt de regering tevens negatieve gevolgen voor deze burgers te voorkomen door ervoor te zorgen dat het bij alle betrokken overheden duidelijk wordt dat deze burgers zonder gegronde reden in TOOI opgenomen waren,"
178,2024D02209,"verzoekt de regering te onderzoeken welke impact deze daling heeft op de bereikbaarheid van stembureaus in landelijke gebieden en welke gevolgen dit heeft voor de opkomst in deze regio’s,"
179,2024D02096,"verzoekt de regering te onderzoeken hoeveel gemeenten houtstook in hun omgevingsvisie hebben opgenomen en om in gesprek te gaan met de gemeenten waar houtstook niet in de omgevingsvisie staat, over mogelijke maatregelen om houtstook te verminderen,"
180,2024D02098,"verzoekt de regering nadere uitwerking van beleid, zoals blauwdrukken, aan het nieuwe kabinet te laten en zich tot er een nieuw kabinet aantreedt te richten op het uitvoeren van het bestaande beleid en de ingezette voorlichtingsmaatregelen,"
181,2024D01578,"verzoekt de regering de mogelijkheden te verkennen of het mogelijk maken van een second opinion werkbaar, effectief en uitvoerbaar is,"
182,2024D01579,"verzoekt de regering om in overleg te treden met de sociale partners in het primair en voortgezet onderwijs om te onderzoeken wat er nodig is om een sectorale stagevergoedingsregeling te krijgen, en de Kamer hierover terug te rapporteren,"
183,2024D01966,"verzoekt de regering om uiterlijk in Q3 de kamer te informeren over wat scholen hebben gedaan met de handvatten om het continurooster beter vorm te geven zodat deze kinderen ook rustig pauze kunnen hebben, geen filmpjes hoeven te kijken en tijd hebben om hun lunch op te eten,"
184,2024D01250,"verzoekt de regering een regeling uit te werken met kostenoverzicht en die aan de Kamer te zenden,"
185,2024D01889,"verzoekt de regering om geen onomkeerbare stappen te zetten in relatie tot de herprioritering tot er een nieuw kabinet is,"
186,2024D01893,"verzoekt de regering om beide plannen voor de A27 bij Amelisweerd te toetsen op alle maatschappelijk relevante effecten, en de Kamer hierover te berichten voordat verdere stappen worden genomen,"
187,2024D01900,"verzoekt de regering zich tot het uiterste te blijven inspannen om de Lelylijn in de komende periode op te nemen in het (uitgebreide) kernnetwerk van TEN-T,"
188,2024D01890,"verzoekt de regering om met een plan van aanpak te komen, nog voor het zomerreces, over hoe zij denkt de zeventien gepauzeerde MIRT-projecten te herfinancieren en te hervatten,"
189,2024D01892,"spreekt uit dat de komst van de Lelylijn zeer gewenst is en dat de reeds gereserveerde middelen (3 miljard euro) voor deze lijn hiervoor gereser-veerd moeten blijven,"
190,2024D01894,"verzoekt de regering om in overleg met de regio en ProRail te zoeken naar een oplossing voor dit tekort, zodat dit project doorgang kan vinden, en de Kamer over de uitkomsten hiervan voor de behandeling van de begroting te informeren,"
